ADH_Ref_ID,Date,PhaseCode,Crew_ID,Weather_ID,ActualHours,ActualQuantity
A12956,2022-05-20,P90,C15,W2554,6.077844311,1673.34
A12957,2022-10-09,P57,C20,W2376,7.19858156,34.02096257
A12958,2022-03-06,P65,C13,W1934,8.592592593,437.4
A12959,2022-08-04,P72,C19,W1720,4.065420561,13.7388
A12960,2022-09-27,P57,C19,W1473,6,110.295082
A12961,2022-07-23,P23,C3,W1708,5.420560748,27.4776
A12962,2022-08-13,P18,C17,W1729,4.742990654,6.450140845
A12963,2022-04-06,P4,C14,W698,7.122807018,1137.15
A12964,2022-07-30,P49,C8,W2235,6.677631579,308.0533333
A12965,2022-05-10,P77,C6,W2065,5.704918033,84.56818182
A12966,2022-06-30,P66,C12,W2174,6.858108108,292.0533333
A12967,2022-09-19,P66,C8,W262,5.37037037,116.64
A12968,2022-03-11,P57,C13,W1945,8.721804511,566.048
A12969,2022-06-17,P70,C10,W770,7.660377358,324.1153846
A12970,2022-07-13,P50,C5,W2201,7.945205479,119.6687719
A12971,2022-05-04,P1,C12,W2053,6.677631579,48.64
A12972,2022-04-12,P82,C6,W2516,6.041666667,1693.44
A12973,2022-07-26,P71,C10,W2226,6.192170819,23.57044776
A12974,2022-01-19,P18,C8,W1523,4.076305221,62.001
A12975,2022-02-08,P5,C14,W641,5.612903226,768.8
A12976,2022-10-11,P84,C9,W2708,7.19858156,63.78930481
A12977,2022-08-17,P18,C20,W530,5.194029851,1122.25
A12978,2022-09-21,P36,C19,W2339,6.304347826,77.28
A12979,2022-09-25,P90,C5,W1772,4.677419355,8.720185185
A12980,2022-03-03,P39,C11,W1566,6.770428016,924.686
A12981,2022-07-21,P3,C2,W202,5.132743363,1060.809231
A12982,2022-10-20,P86,C20,W1797,4.53125,4.704
A12983,2022-01-12,P81,C5,W1215,6.863905325,1713.66
A12984,2022-04-18,P70,C12,W2021,6.946107784,669.336
A12985,2022-07-26,P30,C2,W2227,8.169014085,230.4457143
A12986,2022-03-25,P59,C16,W1972,6.020761246,668.168
A12987,2022-06-23,P82,C20,W2160,8.111888112,219.0964286
A12988,2022-06-22,P100,C6,W775,6.566037736,540.1923077
A12989,2022-01-04,P33,C15,W305,6.823529412,809.2
A12990,2022-02-17,P6,C6,W1901,4.677419355,37.6712
A12991,2022-04-02,P82,C18,W1989,6,1261.5
A12992,2022-01-15,P4,C12,W617,5,1695.456
A12993,2022-01-25,P21,C20,W25,5.194029851,1346.7
A12994,2022-07-01,P86,C3,W2177,6.126760563,52.14827586
A12995,2022-01-16,P50,C9,W1219,6.00591716,913.952
A12996,2022-03-13,P30,C10,W1576,4.319148936,66.27
A12997,2022-05-18,P15,C13,W2081,7.182662539,1043.29
A12998,2022-05-15,P27,C2,W1639,5.065502183,20.9764
A12999,2022-07-26,P78,C7,W1711,5.420560748,13.7388
A13000,2022-02-24,P77,C12,W2469,4.159836066,35.7216
A13001,2022-03-26,P6,C5,W1589,3.70212766,44.18
A13002,2022-05-30,P80,C2,W451,7.318611987,793.3342105
A13003,2022-02-11,P35,C2,W1546,7.898832685,924.686
A13004,2022-01-07,P85,C17,W308,3.143631436,204.2415
A13005,2022-06-25,P64,C13,W176,5.935672515,701.784
A13006,2022-08-17,P2,C12,W1131,2.735849057,165.1692
A13007,2022-08-15,P44,C20,W829,7.960784314,128.2183099
A13008,2022-09-06,P94,C11,W851,9.098039216,51.62394366
A13009,2022-01-05,P90,C16,W2419,4.702702703,51.3375
A13010,2022-01-17,P22,C2,W1220,6.00591716,1370.928
A13011,2022-03-13,P75,C7,W2486,7.868217054,399.384
A13012,2022-10-16,P21,C17,W1191,3.126684636,165.1692
A13013,2022-02-17,P61,C2,W650,5.612903226,768.8
A13014,2022-01-28,P35,C4,W1860,5.838926174,31.0814
A13015,2022-06-18,P18,C14,W169,5.935672515,1169.64
A13016,2022-07-06,P63,C2,W2186,8.256227758,18.29212355
A13017,2022-09-25,P58,C19,W268,7.160493827,155.52
A13018,2022-04-23,P86,C9,W414,5.850144092,1290.096429
A13019,2022-05-08,P72,C6,W2060,5.761589404,547.224
A13020,2022-06-30,P3,C4,W1685,4.592760181,45.084
A13021,2022-08-17,P95,C11,W1432,6.766666667,15.16945107
A13022,2022-09-26,P10,C10,W871,6.823529412,80.27777778
A13023,2022-02-27,P8,C4,W1921,9.28,937.5
A13024,2022-09-07,P60,C18,W2312,6.304347826,44.16
A13025,2022-06-22,P28,C7,W1677,4.592760181,45.084
A13026,2022-04-18,P37,C3,W2020,6.590909091,1328.096
A13027,2022-08-06,P34,C5,W519,6.170212766,194.2787179
A13028,2022-04-05,P88,C1,W1994,6.041666667,1244.16
A13029,2022-08-15,P7,C6,W1129,3.126684636,82.5846
A13030,2022-05-30,P31,C11,W752,8.754716981,327.7166667
A13031,2022-01-27,P21,C3,W1230,6.00591716,1370.928
A13032,2022-02-17,P35,C1,W1900,3.75,75.3536
A13033,2022-09-08,P33,C15,W1755,5.34562212,8.138839506
A13034,2022-05-19,P79,C7,W440,7.318611987,317.3336842
A13035,2022-10-20,P44,C15,W2717,8.226950355,59.53668449
A13036,2022-04-25,P44,C8,W2034,6.096096096,1552.446
A13037,2022-07-30,P5,C14,W211,6.843657817,707.2061538
A13038,2022-08-04,P53,C5,W517,5.288753799,111.0164103
A13039,2022-09-19,P83,C20,W2686,7.19858156,63.78930481
A13040,2022-10-20,P47,C11,W2397,7.19858156,34.02096257
A13041,2022-07-23,P9,C3,W1407,5,2.50297619
A13042,2022-08-30,P15,C12,W2666,5.838926174,888.04
A13043,2022-01-24,P70,C7,W1852,4.084507042,1.7013375
A13044,2022-05-15,P5,C2,W2074,7.532467532,758.912
A13045,2022-09-07,P44,C11,W2312,7.355072464,77.28
A13046,2022-10-17,P30,C10,W892,7.748091603,51.483
A13047,2022-07-20,P15,C8,W1404,4,1.668650794
A13048,2022-07-28,P82,C13,W2231,6.835016835,1323.135
A13049,2022-01-03,P53,C5,W1507,4.229166667,46.08
A13050,2022-06-05,P36,C17,W1058,2.811634349,182.4494
A13051,2022-03-20,P98,C12,W1963,6.789297659,468.8852
A13052,2022-04-14,P73,C1,W2518,6.705202312,718.296
A13053,2022-10-15,P1,C1,W1792,4.53125,3.136
A13054,2022-10-15,P40,C15,W1792,4.53125,4.3904
A13055,2022-10-19,P66,C15,W1796,3.883928571,1.8816
A13056,2022-02-01,P38,C18,W935,3.304843305,172.4814
A13057,2022-05-22,P46,C19,W2088,7.602996255,26.90150943
A13058,2022-08-22,P98,C5,W234,5.072886297,169.3445405
A13059,2022-07-20,P75,C16,W2625,6.952054795,46.08864865
A13060,2022-07-14,P36,C13,W2203,7.435897436,20.86812
A13061,2022-07-28,P81,C11,W1111,2.811634349,122.1759375
A13062,2022-10-10,P86,C16,W283,7.557003257,589.05625
A13063,2022-10-14,P50,C4,W1490,5.938566553,69.37292929
A13064,2022-10-18,P86,C3,W1795,5.178571429,4.704
A13065,2022-04-21,P88,C1,W1014,2.295514512,42.24735294
A13066,2022-05-05,P28,C2,W2055,7.048611111,995.328
A13067,2022-05-21,P80,C14,W1044,2.811634349,195.4815
A13068,2022-05-27,P30,C7,W2103,7.272727273,1221.132
A13069,2022-03-05,P81,C6,W967,2.755344418,265.8615
A13070,2022-05-04,P26,C5,W1027,2.295514512,33.79788235
A13071,2022-01-09,P83,C17,W1513,4.076305221,93.0015
A13072,2022-04-14,P46,C19,W104,6.226993865,1487.864
A13073,2022-06-07,P92,C5,W1361,4.25,1.506919528
A13074,2022-08-13,P74,C19,W2263,8.498168498,49.686
A13075,2022-04-30,P4,C5,W2045,5.8,1715
A13076,2022-05-12,P97,C16,W132,6.863905325,400.0458667
A13077,2022-01-28,P23,C17,W931,2.478632479,147.8412
A13078,2022-10-06,P34,C10,W2369,7.19858156,59.53668449
A13079,2022-02-08,P83,C1,W1543,9.027237354,990.735
A13080,2022-04-21,P62,C12,W1314,7.483870968,26.09049774
A13081,2022-05-14,P94,C9,W1638,3.799126638,9.489773333
A13082,2022-03-31,P84,C13,W2504,6.506410256,1460.16
A13083,2022-07-11,P7,C14,W1395,4,1.001190476
A13084,2022-08-01,P53,C17,W2238,6.835016835,68.51184466
A13085,2022-04-10,P83,C12,W2005,6.059701493,1683.375
A13086,2022-05-06,P2,C18,W427,5.850144092,1032.077143
A13087,2022-10-03,P69,C7,W878,7.960784314,48.16666667
A13088,2022-03-30,P76,C6,W1982,7.891156463,518.616
A13089,2022-04-23,P35,C16,W715,8.592592593,1020.6
A13090,2022-03-27,P69,C1,W1976,5.780730897,543.606
A13091,2022-03-03,P44,C5,W664,7.483870968,1345.4
A13092,2022-06-12,P16,C9,W765,6.566037736,540.1923077
A13093,2022-07-12,P94,C10,W2198,8.226950355,45.77018182
A13094,2022-07-18,P30,C17,W500,6.170212766,166.5246154
A13095,2022-06-20,P60,C14,W2595,8.256227758,36.51375723
A13096,2022-07-02,P47,C12,W2178,8.027681661,371.2044444
A13097,2022-08-03,P95,C17,W2242,6.881355932,192.5541667
A13098,2022-05-03,P49,C15,W2537,5.353846154,845
A13099,2022-07-21,P43,C9,W503,7.051671733,194.2787179
A13100,2022-07-15,P92,C18,W1399,4,2.50297619
A13101,2022-05-01,P53,C2,W2046,7.733333333,720
A13102,2022-08-30,P81,C19,W844,7.960784314,137.3767606
A13103,2022-01-24,P48,C10,W2438,5.742574257,19.20188235
A13104,2022-05-16,P57,C6,W1339,4.518518519,1.1664
A13105,2022-10-06,P51,C19,W1482,6,110.295082
A13106,2022-03-04,P27,C17,W63,5.087719298,1403.568
A13107,2022-03-07,P14,C6,W1936,6.373626374,745.29
A13108,2022-03-11,P76,C9,W1574,3.70212766,33.135
A13109,2022-05-08,P40,C8,W429,7.318611987,740.4452632
A13110,2022-09-11,P100,C10,W254,5.37037037,194.4
A13111,2022-10-26,P37,C9,W1201,2.735849057,192.6974
A13112,2022-08-16,P81,C20,W228,6.763848397,476.9554054
A13113,2022-10-21,P5,C18,W2718,8.226950355,34.02096257
A13114,2022-03-15,P30,C4,W1952,6.06271777,988.428
A13115,2022-07-11,P51,C17,W2196,8.226950355,636.192
A13116,2022-01-23,P30,C14,W1226,5.147928994,1370.928
A13117,2022-05-20,P21,C5,W1644,4.43231441,20.9764
A13118,2022-06-10,P52,C3,W763,8.754716981,432.1538462
A13119,2022-07-11,P26,C13,W794,9.28,375
A13120,2022-07-19,P68,C16,W1704,5.420560748,13.7388
A13121,2022-07-28,P25,C10,W1111,2.811634349,97.74075
A13122,2022-02-17,P28,C15,W650,5.612903226,1153.2
A13123,2022-10-18,P22,C14,W1494,5.938566553,104.0593939
A13124,2022-01-09,P3,C2,W1822,4.879807692,51.9168
A13125,2022-04-07,P91,C16,W1998,6.363636364,1526.415
A13126,2022-04-27,P85,C14,W418,6.685878963,1290.096429
A13127,2022-07-15,P48,C9,W1399,5,1.334920635
A13128,2022-10-20,P51,C16,W1496,7.918088737,69.37292929
A13129,2022-09-12,P81,C13,W1157,2.563131313,235.224
A13130,2022-07-20,P2,C5,W502,7.051671733,166.5246154
A13131,2022-07-21,P51,C1,W1104,3.213296399,65.1605
A13132,2022-10-06,P37,C5,W2369,7.19858156,59.53668449
A13133,2022-10-23,P20,C15,W2404,6.170212766,51.03144385
A13134,2022-07-20,P74,C8,W2214,7.945205479,46.08864865
A13135,2022-03-19,P61,C10,W1960,8.226950355,636.192
A13136,2022-03-17,P47,C1,W76,5.594855305,773.768
A13137,2022-09-04,P65,C20,W1751,5.420560748,3.870084507
A13138,2022-08-30,P75,C14,W543,5.194029851,673.35
A13139,2022-09-29,P29,C8,W2355,6.304347826,66.24
A13140,2022-10-14,P99,C15,W2386,6.304347826,32.704
A13141,2022-10-17,P52,C10,W1493,5.938566553,69.37292929
A13142,2022-07-07,P45,C8,W489,7.051671733,194.2787179
A13143,2022-10-16,P59,C19,W1191,2.345013477,110.1128
A13144,2022-06-29,P77,C17,W180,6.783625731,701.784
A13145,2022-05-02,P9,C16,W1626,5.155555556,75.9375
A13146,2022-06-24,P54,C17,W2163,6.327272727,17.74193548
A13147,2022-01-14,P37,C14,W917,2.891737892,172.4814
A13148,2022-04-20,P32,C3,W1614,4.511111111,70.875
A13149,2022-08-09,P78,C9,W823,6.823529412,54.95070423
A13150,2022-10-07,P83,C10,W1784,4.53125,4.704
A13151,2022-08-16,P93,C18,W529,6.925373134,1683.375
A13152,2022-03-29,P29,C12,W1981,5.858585859,1058.508
A13153,2022-08-01,P85,C9,W2239,6.041666667,149.8987952
A13154,2022-03-06,P54,C11,W968,2.755344418,141.7928
A13155,2022-07-02,P37,C19,W2179,8.197879859,41.37439114
A13156,2022-01-25,P50,C13,W25,6.925373134,897.8
A13157,2022-04-30,P4,C1,W1323,7.483870968,60.87782805
A13158,2022-10-16,P84,C14,W1191,2.345013477,206.4615
A13159,2022-01-10,P78,C7,W1514,4.076305221,37.2006
A13160,2022-03-12,P95,C17,W71,6.52733119,506.9492
A13161,2022-04-30,P49,C1,W1023,3.060686016,22.53192157
A13162,2022-06-22,P30,C20,W2159,7.275985663,64.8675
A13163,2022-02-04,P53,C1,W1874,4.853556485,4.615838384
A13164,2022-02-10,P3,C5,W1244,5.240963855,1322.688
A13165,2022-09-27,P18,C4,W2351,8.405797101,55.2
A13166,2022-06-10,P65,C2,W2585,6.114457831,508.7261538
A13167,2022-09-20,P22,C9,W865,9.098039216,96.33333333
A13168,2022-01-11,P6,C15,W1826,3.936651584,39.0728
A13169,2022-07-03,P27,C14,W1387,5.285714286,1.205535623
A13170,2022-09-02,P80,C8,W2302,6.835016835,307.705814
A13171,2022-06-14,P15,C15,W2142,5.594855305,84.84298246
A13172,2022-08-22,P78,C14,W836,7.960784314,54.95070423
A13173,2022-07-12,P77,C7,W1697,5.420560748,13.7388
A13174,2022-05-30,P6,C11,W752,7.660377358,187.2666667
A13175,2022-07-25,P4,C6,W2630,8.405797101,81.40946565
A13176,2022-08-13,P14,C5,W2263,7.435897436,82.81
A13177,2022-03-04,P38,C1,W665,6.548387097,1345.4
A13178,2022-03-14,P81,C2,W976,2.692307692,213.1935
A13179,2022-07-24,P93,C11,W2629,6.397058824,51.61674419
A13180,2022-08-07,P26,C17,W2251,8.140350877,139.2428571
A13181,2022-08-25,P74,C14,W2286,8.197879859,240.267
A13182,2022-03-12,P76,C5,W1946,6.492537313,430.944
A13183,2022-10-10,P34,C16,W584,5.163204748,1324.971667
A13184,2022-02-11,P83,C5,W1888,5.110132159,70.26681818
A13185,2022-10-17,P48,C14,W892,8.854961832,34.322
A13186,2022-03-13,P83,C1,W1948,7.19858156,1192.86
A13187,2022-02-18,P1,C10,W651,6.548387097,961
A13188,2022-07-04,P87,C3,W486,7.631578947,364.8
A13189,2022-09-11,P20,C20,W856,6.823529412,96.33333333
A13190,2022-08-05,P44,C5,W1721,5.420560748,32.0572
A13191,2022-07-29,P53,C3,W210,5.132743363,707.2061538
A13192,2022-04-02,P83,C10,W995,2.692307692,213.1935
A13193,2022-10-12,P48,C7,W1488,5.938566553,69.37292929
A13194,2022-02-13,P94,C20,W1892,4.927184466,22.46672
A13195,2022-09-13,P9,C7,W2324,6.304347826,82.8
A13196,2022-05-13,P4,C17,W434,5.488958991,740.4452632
A13197,2022-09-18,P51,C8,W863,6.823529412,64.22222222
A13198,2022-10-05,P69,C1,W2367,7.355072464,33.12
A13199,2022-05-23,P33,C13,W2091,7.532467532,698.9978947
A13200,2022-07-26,P1,C12,W809,9.28,312.5
A13201,2022-01-24,P83,C7,W1528,4.076305221,93.0015
A13202,2022-01-25,P98,C3,W1855,4.81042654,23.55092
A13203,2022-01-28,P16,C8,W1861,5.546448087,33.489
A13204,2022-06-09,P88,C19,W1062,2.345013477,89.76586957
A13205,2022-07-24,P43,C5,W1408,4,2.336111111
A13206,2022-10-12,P88,C6,W2382,7.19858156,63.78930481
A13207,2022-08-23,P59,C6,W837,7.960784314,73.26760563
A13208,2022-09-11,P66,C14,W1156,2.929292929,94.0896
A13209,2022-01-18,P76,C6,W1841,4.578947368,21.66
A13210,2022-03-05,P46,C18,W1933,7.463235294,1035.776
A13211,2022-04-09,P40,C7,W2002,5.819397993,1251.614
A13212,2022-06-26,P31,C8,W478,5.723684211,340.48
A13213,2022-06-18,P41,C15,W2150,7.19858156,47.78266094
A13214,2022-04-10,P63,C5,W1604,5.155555556,30.375
A13215,2022-01-26,P29,C1,W1856,4.491150442,43.77942857
A13216,2022-08-27,P47,C12,W1141,2.345013477,110.1128
A13217,2022-09-01,P12,C13,W2300,7.972508591,67.7448
A13218,2022-01-23,P75,C15,W23,5.194029851,673.35
A13219,2022-04-03,P91,C17,W1990,7.945205479,1278.96
A13220,2022-06-01,P8,C10,W2116,5.649350649,1422.96
A13221,2022-07-03,P90,C4,W485,5.723684211,364.8
A13222,2022-09-26,P12,C12,W2349,7.355072464,55.2
A13223,2022-03-17,P11,C2,W1956,5.938566553,858.49
A13224,2022-04-04,P57,C5,W1993,7.295597484,808.992
A13225,2022-08-22,P2,C13,W836,9.098039216,109.9014085
A13226,2022-10-09,P1,C16,W2376,8.226950355,42.52620321
A13227,2022-02-14,P10,C2,W1549,9.027237354,660.49
A13228,2022-01-19,P52,C16,W621,5,968.832
A13229,2022-02-13,P13,C6,W1247,6.114457831,1102.24
A13230,2022-05-27,P80,C6,W749,6.566037736,351.125
A13231,2022-06-21,P84,C6,W2156,8.055555556,88.86857143
A13232,2022-10-25,P93,C20,W2407,7.19858156,63.78930481
A13233,2022-08-28,P37,C12,W240,6.763848397,445.1583784
A13234,2022-08-16,P62,C15,W1732,4.742990654,3.870084507
A13235,2022-10-04,P79,C14,W879,9.098039216,48.16666667
A13236,2022-05-17,P28,C15,W1040,2.409972299,156.3852
A13237,2022-02-28,P61,C4,W59,6.783625731,935.712
A13238,2022-06-14,P76,C13,W2142,6.52733119,50.90578947
A13239,2022-02-05,P83,C15,W638,2.132743363,7.821302178
A13240,2022-05-04,P4,C4,W425,5.850144092,1204.09
A13241,2022-02-21,P28,C8,W353,2.929292929,144.7532308
A13242,2022-06-12,P39,C11,W2138,6.946107784,1561.784
A13243,2022-04-02,P46,C15,W1988,6.34375,1433.6
A13244,2022-07-13,P21,C17,W495,7.051671733,166.5246154
A13245,2022-02-23,P32,C4,W1913,3.97260274,67.1454
A13246,2022-02-14,P71,C5,W45,5.087719298,701.784
A13247,2022-09-05,P11,C17,W2307,8.405797101,55.2
A13248,2022-07-08,P30,C7,W490,7.051671733,166.5246154
A13249,2022-08-13,P76,C5,W1428,6.766666667,12.88782816
A13250,2022-01-18,P100,C5,W1841,6.105263158,36.1
A13251,2022-05-03,P42,C13,W1627,3.866666667,70.875
A13252,2022-06-27,P30,C5,W780,6.566037736,648.2307692
A13253,2022-06-03,P34,C13,W455,7.318611987,740.4452632
A13254,2022-01-07,P78,C11,W609,5,726.624
A13255,2022-09-21,P79,C8,W1166,2.563131313,94.0896
A13256,2022-02-27,P18,C18,W58,6.783625731,1169.64
A13257,2022-09-01,P1,C2,W244,5.918367347,317.9702703
A13258,2022-09-20,P90,C14,W2338,7.355072464,82.8
A13259,2022-01-10,P69,C19,W1825,3.97260274,28.7766
A13260,2022-03-15,P51,C18,W1952,7.073170732,658.952
A13261,2022-05-13,P3,C20,W434,6.403785489,634.6673684
A13262,2022-02-19,P53,C10,W1904,4.076305221,49.6008
A13263,2022-02-07,P61,C20,W1881,4.046511628,36.98
A13264,2022-03-26,P83,C13,W2499,7.25,1536
A13265,2022-04-28,P38,C1,W1321,5.612903226,60.87782805
A13266,2022-06-07,P59,C19,W2128,6.548387097,768.8
A13267,2022-01-05,P36,C5,W5,5.194029851,1571.15
A13268,2022-09-06,P84,C15,W2309,6.304347826,82.8
A13269,2022-08-26,P49,C10,W539,6.925373134,897.8
A13270,2022-06-29,P1,C3,W2604,6.881355932,138.1349206
A13271,2022-09-23,P45,C16,W2690,7.19858156,59.53668449
A13272,2022-08-13,P35,C1,W2649,7.435897436,115.934
A13273,2022-09-22,P58,C8,W867,7.960784314,64.22222222
A13274,2022-08-10,P97,C17,W1726,4.065420561,3.754073239
A13275,2022-10-18,P69,C4,W1494,5.938566553,52.02969697
A13276,2022-01-24,P7,C19,W626,5.833333333,726.624
A13277,2022-05-10,P60,C3,W2064,6.06271777,92.81014085
A13278,2022-05-13,P6,C13,W2071,5.761589404,243.2106667
A13279,2022-07-08,P58,C13,W2191,8.226950355,26.3980083
A13280,2022-02-18,P47,C3,W1252,6.987951807,881.792
A13281,2022-01-20,P68,C19,W321,2.357723577,81.6966
A13282,2022-09-13,P100,C14,W858,6.823529412,80.27777778
A13283,2022-03-01,P23,C3,W1564,9.027237354,792.588
A13284,2022-01-24,P11,C4,W626,5.833333333,1211.04
A13285,2022-08-19,P75,C5,W2274,8.689138577,22.51231579
A13286,2022-06-14,P77,C1,W2142,5.594855305,50.90578947
A13287,2022-08-23,P54,C18,W2282,7.891156463,97.39267606
A13288,2022-06-28,P95,C11,W480,6.677631579,130.464
A13289,2022-07-05,P21,C10,W487,7.631578947,291.84
A13290,2022-09-18,P70,C10,W2334,7.19858156,25.51572193
A13291,2022-05-30,P93,C17,W1353,4.518518519,2.187
A13292,2022-07-19,P24,C9,W2212,7.073170732,329.476
A13293,2022-06-12,P7,C16,W2139,5.649350649,569.184
A13294,2022-02-07,P23,C4,W1881,4.720930233,55.47
A13295,2022-04-21,P41,C10,W2026,5.742574257,1285.326
A13296,2022-01-26,P19,C8,W1857,4.702702703,28.52083333
A13297,2022-08-13,P41,C7,W526,5.194029851,1571.15
A13298,2022-09-11,P98,C18,W1758,5.34562212,3.422997531
A13299,2022-07-02,P76,C11,W785,7.660377358,324.1153846
A13300,2022-07-13,P22,C3,W2200,6.304347826,149.8544262
A13301,2022-08-22,P18,C6,W2658,6.126760563,576.1142857
A13302,2022-10-05,P88,C13,W2368,7.19858156,63.78930481
A13303,2022-07-03,P96,C14,W2608,8.436363636,23.76130653
A13304,2022-05-22,P28,C15,W2556,6.548387097,268.1860465
A13305,2022-08-31,P24,C11,W1446,7.733333333,25.77565632
A13306,2022-05-26,P52,C13,W2098,8.592592593,583.2
A13307,2022-05-12,P91,C1,W2068,5.819397993,150.6758427
A13308,2022-09-04,P53,C8,W849,7.960784314,73.26760563
A13309,2022-03-06,P57,C20,W667,7.435897436,66.56
A13310,2022-04-27,P22,C16,W1320,6.548387097,52.18099548
A13311,2022-02-25,P58,C14,W959,2.066508314,141.7928
A13312,2022-10-03,P72,C17,W2700,6.170212766,25.51572193
A13313,2022-10-18,P53,C17,W2393,6.304347826,44.16
A13314,2022-04-15,P16,C2,W707,7.518518519,729
A13315,2022-07-16,P59,C11,W1400,4,1.334920635
A13316,2022-10-22,P65,C12,W295,5.667752443,235.6225
A13317,2022-04-23,P91,C12,W715,7.518518519,1093.5
A13318,2022-03-12,P55,C12,W1947,7.173144876,640.712
A13319,2022-02-12,P56,C15,W1890,5.420560748,36.6368
A13320,2022-02-05,P73,C6,W1876,5.126262626,7.8408
A13321,2022-02-15,P16,C16,W648,6.548387097,961
A13322,2022-04-05,P97,C6,W998,2.307692308,74.30708
A13323,2022-06-02,P96,C16,W153,5.147928994,400.0458667
A13324,2022-07-08,P30,C11,W1693,4.742990654,27.4776
A13325,2022-07-09,P80,C6,W1393,4,2.50297619
A13326,2022-03-09,P59,C5,W2482,9.169960474,512.072
A13327,2022-07-27,P64,C9,W1712,4.742990654,13.7388
A13328,2022-04-17,P19,C11,W1611,4.511111111,50.625
A13329,2022-04-06,P50,C9,W1996,8.055555556,663.552
A13330,2022-04-09,P6,C11,W2513,6.151515152,871.2
A13331,2022-04-24,P17,C11,W415,5.850144092,860.0642857
A13332,2022-07-13,P18,C3,W194,5.98820059,884.0076923
A13333,2022-08-25,P87,C6,W2286,7.173144876,600.6675
A13334,2022-02-09,P88,C11,W1544,9.027237354,990.735
A13335,2022-07-11,P78,C7,W2196,6.170212766,477.144
A13336,2022-07-26,P67,C8,W1109,3.213296399,48.870375
A13337,2022-10-25,P1,C2,W2722,6.170212766,42.52620321
A13338,2022-02-13,P84,C11,W947,2.066508314,265.8615
A13339,2022-07-04,P64,C9,W185,5.935672515,701.784
A13340,2022-08-14,P37,C14,W2264,6.744186047,21.22769932
A13341,2022-08-07,P54,C20,W2250,8.256227758,25.78318367
A13342,2022-10-05,P92,C15,W2368,8.226950355,63.78930481
A13343,2022-06-07,P57,C2,W2582,6.265432099,839.808
A13344,2022-01-07,P2,C19,W1819,5.888324873,46.5708
A13345,2022-04-11,P47,C7,W402,5.850144092,688.0514286
A13346,2022-06-19,P64,C1,W170,5.087719298,701.784
A13347,2022-10-09,P32,C7,W2375,7.355072464,77.28
A13348,2022-08-07,P41,C12,W1121,2.735849057,192.6974
A13349,2022-08-30,P18,C18,W2666,5.838926174,888.04
A13350,2022-07-11,P32,C5,W1094,3.213296399,114.030875
A13351,2022-03-25,P19,C10,W1972,7.024221453,835.21
A13352,2022-10-09,P85,C3,W1786,5.178571429,4.704
A13353,2022-10-28,P85,C13,W1504,6.928327645,130.0742424
A13354,2022-10-19,P79,C8,W2396,8.405797101,33.12
A13355,2022-09-04,P88,C20,W1149,2.345013477,206.4615
A13356,2022-03-02,P48,C5,W663,5.612903226,768.8
A13357,2022-04-29,P2,C12,W1322,5.612903226,52.18099548
A13358,2022-07-04,P44,C16,W1689,3.936651584,52.598
A13359,2022-08-12,P65,C19,W2261,7.631578947,83.24235294
A13360,2022-01-08,P94,C18,W309,3.143631436,71.20372
A13361,2022-04-12,P22,C14,W403,5.850144092,1032.077143
A13362,2022-06-10,P6,C2,W462,5.723684211,194.56
A13363,2022-07-05,P72,C2,W2184,7.631578947,8.324235294
A13364,2022-08-08,P76,C4,W2252,6.258992806,21.27082569
A13365,2022-05-28,P89,C17,W148,6.00591716,1142.44
